ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	event_type	dPSI	event_id	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	riExonStart_0base	riExonEnd
8663	AT5G43470	RPP8	chr5	-	17465505.0	17465652.0	17463126.0	17464832.0	17465781.0	17466722.0	8663	0,5,7,1,0,0,7,3,0,8,0,0,1,0,1,0,7,2,0,3,12,7,15,7,8,7,0,5	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,3,0,0,0,0,14,2,1,1,0,2,1,0,0,0,0,0,0,0,10,13,45,29,0,9,21,6	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	NA,1.0,1.0,1.0,NA,NA,1.0,1.0,NA,1.0,NA,NA,1.0,NA,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0	NA,0.6,NA,NA,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,NA,NA,NA,NA,NA,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0	0.029	SE	0.029	SE_chr5_-_17465505-17465652-17463126-17464832-17465781-17466722												
8664	AT5G43470	RPP8	chr5	-	17466939.0	17467015.0	17465781.0	17466722.0	17467401.0	17467448.0	8664	2,1,1,2,0,0,3,4,0,3,2,2,2,8,0,6,4,1,0,8,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0	0,1,4,2,3,3,1,6,1,0,0,7,2,5,1,0,0,0,0,1,0,0,2,4,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,0.235,NA,NA,NA,NA,NA,NA,NA,NA	NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,0.333,NA,NA,NA,NA,1.0,NA,NA,1.0,1.0,NA,NA,NA,NA	-0.007	SE	-0.007	SE_chr5_-_17466939-17467015-17465781-17466722-17467401-17467448												
8665	AT1G22940	TH1	chr1	+	8122923.0	8122999.0	8122765.0	8122841.0	8123090.0	8123225.0	8665	30,57,28,14,29,34,25,22,9,29,15,16,17,0,20,30,15,34,0,45,31,18,19,20,26,65,28,22	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	28,79,56,43,65,58,70,48,73,40,21,13,25,16,39,52,51,9,23,8,47,45,121,34,0,42,84,20	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,0.935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0	-0.002	SE	-0.002	SE_chr1_+_8122923-8122999-8122765-8122841-8123090-8123225												
8666	AT5G43660		chr5	-	17537641.0	17537689.0	17537389.0	17537566.0	17538014.0	17538315.0	8666	7,56,18,7,13,0,20,22,1,20,3,21,6,0,16,0,16,20,0,31,3,1,3,1,5,0,0,0	0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,29,33,7,25,2,47,31,7,16,4,15,12,0,18,8,24,12,3,0,1,1,4,0,0,0,9,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0	97	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,NA,1.0,0.847,1.0,0.716,1.0,1.0,1.0,NA,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA	NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,0.752,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,NA,NA,NA,1.0,1.0	-0.01	SE	-0.01	SE_chr5_-_17537641-17537689-17537389-17537566-17538014-17538315												
8667	AT5G43680		chr5	+	17544712.0	17544771.0	17544496.0	17544638.0	17544859.0	17545028.0	8667	28,75,35,13,33,5,33,35,21,23,8,3,15,2,22,6,33,39,20,34,45,16,34,9,22,44,16,13	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	32,69,43,63,57,58,84,56,53,39,5,19,22,24,26,38,28,2,26,9,60,46,91,25,0,12,59,17	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0	0.004	SE	0.004	SE_chr5_+_17544712-17544771-17544496-17544638-17544859-17545028												
8668	AT4G25050	ACP4	chr4	+	12870566.0	12870689.0	12870388.0	12870478.0	12870883.0	12871564.0	8668	290,810,609,72,586,132,415,411,71,533,218,249,585,21,415,53,640,669,2,670,247,195,280,197,170,426,154,374	0,3,42,0,2,0,0,18,0,3,4,1,58,0,1,0,0,28,0,55,6,0,2,0,0,0,4,1	172,513,407,152,185,177,670,441,185,298,88,342,226,47,171,75,466,121,79,80,325,369,1047,295,48,242,627,204	4,0,2,0,1,1,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,16,0,0,2,7,3	98	49	0.0	0.0	1.0,0.993,0.879,1.0,0.993,1.0,1.0,0.919,1.0,0.989,0.965,0.992,0.835,1.0,0.995,1.0,1.0,0.923,1.0,0.859,0.954,1.0,0.986,1.0,1.0,1.0,0.951,0.995	0.956,1.0,0.99,1.0,0.989,0.989,0.985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991,1.0,0.975,1.0,1.0,0.984,0.97,1.0,1.0,0.984,0.978,0.971	-0.019	SE	-0.019	SE_chr4_+_12870566-12870689-12870388-12870478-12870883-12871564												
8669	AT4G25050	ACP4	chr4	+	12870566.0	12870725.0	12870388.0	12870478.0	12870883.0	12871316.0	8669	151,349,328,44,325,63,223,189,47,245,121,111,299,7,202,13,297,271,1,307,104,99,128,99,74,194,50,220	0,3,42,0,2,0,0,18,0,3,4,1,58,0,1,0,0,28,0,55,6,0,2,0,0,0,4,1	88,313,180,57,92,78,307,225,110,120,46,176,87,29,87,40,184,60,35,36,173,174,502,143,40,138,257,81	4,0,2,0,1,1,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,16,0,0,2,7,3	98	49	1.0	1.0	1.0,0.983,0.796,1.0,0.988,1.0,1.0,0.84,1.0,0.976,0.938,0.982,0.72,1.0,0.99,1.0,1.0,0.829,1.0,0.736,0.897,1.0,0.97,1.0,1.0,1.0,0.862,0.991	0.917,1.0,0.978,1.0,0.979,0.975,0.968,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.979,1.0,0.946,1.0,1.0,0.967,0.94,1.0,1.0,0.972,0.948,0.931	-0.036	SE	-0.036	SE_chr4_+_12870566-12870725-12870388-12870478-12870883-12871316												
8670	AT5G43745		chr5	-	17570266.0	17570343.0	17570142.0	17570190.0	17570429.0	17570556.0	8670	25,59,26,4,15,11,18,16,8,32,9,8,24,0,7,1,14,22,0,16,18,28,36,47,45,65,2,37	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	12,17,31,9,26,7,28,26,11,12,6,12,10,3,5,4,20,15,2,1,26,64,127,23,15,30,52,47	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0	0.001	SE	0.001	SE_chr5_-_17570266-17570343-17570142-17570190-17570429-17570556												
8671	AT5G43745		chr5	-	17574291.0	17574380.0	17573865.0	17574119.0	17574447.0	17574503.0	8671	5,16,6,4,10,4,3,6,3,10,10,7,7,8,8,2,6,9,0,10,18,7,5,23,8,13,16,61	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	15,3,14,15,3,11,10,8,9,6,4,11,0,5,2,3,5,0,7,0,25,47,129,27,6,15,71,5	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,NA,1.0,1.0,0.942,1.0,1.0,1.0,1.0,1.0	0.002	SE	0.002	SE_chr5_-_17574291-17574380-17573865-17574119-17574447-17574503												
8672	AT5G43810	AGO10	chr5	+	17611505.0	17611582.0	17610971.0	17611361.0	17611844.0	17612421.0	8672	2,0,1,0,0,0,3,1,0,2,0,0,1,0,0,0,4,5,0,3,0,1,0,0,0,5,0,0	4,4,3,7,13,11,2,6,5,4,5,13,11,5,4,7,14,12,0,27,2,8,2,5,13,7,0,1	2,1,2,0,4,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0	13,15,7,7,19,17,27,23,18,8,3,10,8,7,2,8,11,4,10,5,6,9,21,6,0,5,14,5	98	49	1.0	1.0	0.2,0.0,0.143,0.0,0.0,0.0,0.429,0.077,0.0,0.2,0.0,0.0,0.043,0.0,0.0,0.0,0.125,0.172,NA,0.053,0.0,0.059,0.0,0.0,0.0,0.263,NA,0.0	0.071,0.032,0.125,0.0,0.095,0.105,0.0,0.042,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.0,NA,0.091,0.0,0.0	0.038	SE	0.038	SE_chr5_+_17611505-17611582-17610971-17611361-17611844-17612421												
8673	AT5G43810	AGO10	chr5	+	17612906.0	17613190.0	17612615.0	17612827.0	17613277.0	17613387.0	8673	58,169,85,19,56,47,55,65,21,78,34,41,94,3,47,29,85,103,0,160,32,53,61,31,49,65,19,68	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	40,101,118,64,110,53,151,105,108,128,34,51,71,14,48,21,105,18,33,26,71,85,267,73,10,37,139,50	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.002	SE	0.002	SE_chr5_+_17612906-17613190-17612615-17612827-17613277-17613387												
8674	AT5G43830		chr5	-	17622958.0	17623079.0	17622255.0	17622783.0	17624036.0	17624359.0	8674	247,383,315,152,204,187,182,281,147,340,325,143,304,44,127,174,315,486,19,683,208,108,208,111,252,256,173,187	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0	343,491,376,323,289,381,618,457,578,325,209,235,179,181,197,88,249,80,139,123,329,266,581,186,33,165,401,69	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.981,1.0,1.0,1.0,1.0,1.0,0.945,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.003	SE	-0.003	SE_chr5_-_17622958-17623079-17622255-17622783-17624036-17624359												
8675	AT5G43830		chr5	-	17623155.0	17623396.0	17622958.0	17623079.0	17624036.0	17624359.0	8675	556,809,591,215,339,287,337,626,240,584,457,253,570,49,243,230,429,700,49,902,330,276,360,240,307,547,318,316	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0	516,853,758,640,551,703,1167,825,1045,756,292,304,276,232,404,215,426,96,235,181,557,492,1101,325,35,222,690,168	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,0.991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.0	SE	-0.0	SE_chr5_-_17623155-17623396-17622958-17623079-17624036-17624359												
8676	AT4G28025		chr4	-	13936451.0	13936536.0	13936166.0	13936292.0	13937257.0	13937555.0	8676	116,297,143,72,119,140,99,116,89,100,126,102,110,29,56,75,152,234,3,198,129,74,101,106,146,218,126,117	0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2	148,300,197,212,147,240,355,186,357,134,69,112,102,54,77,65,129,68,99,41,256,219,514,205,23,119,427,109	0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.962,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.986,1.0,1.0,0.967	1.0,1.0,1.0,1.0,1.0,1.0,0.989,1.0,1.0,1.0,1.0,1.0,1.0,0.931,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.001	SE	0.001	SE_chr4_-_13936451-13936536-13936166-13936292-13937257-13937555												
8677	AT4G28025		chr4	-	13936451.0	13936536.0	13936166.0	13936292.0	13937284.0	13937433.0	8677	58,136,60,40,60,63,37,60,47,32,43,16,41,1,11,15,54,77,1,29,56,34,43,46,47,100,22,24	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	79,148,116,118,59,131,180,109,176,74,28,40,38,13,39,35,54,16,44,6,133,105,197,98,7,42,150,39	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.0	SE	0.0	SE_chr4_-_13936451-13936536-13936166-13936292-13937284-13937433												
8678	AT5G43850	ARD4	chr5	-	17627627.0	17627867.0	17627131.0	17627492.0	17628797.0	17628885.0	8678	130,219,106,107,90,193,98,156,115,96,185,155,136,51,147,135,138,408,7,393,186,103,132,166,279,379,241,250	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0	158,190,172,238,136,225,229,154,250,146,148,177,176,138,167,93,260,108,130,94,233,165,449,169,70,155,476,205	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.0	SE	-0.0	SE_chr5_-_17627627-17627867-17627131-17627492-17628797-17628885												
8679	AT5G43850	ARD4	chr5	-	17628486.0	17628581.0	17627627.0	17627867.0	17628797.0	17628885.0	8679	223,587,190,120,196,218,119,259,192,182,60,81,144,18,128,66,157,379,4,193,430,251,359,250,399,446,64,126	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0	284,369,423,386,326,436,477,400,419,311,73,153,169,123,218,194,242,59,156,41,486,306,987,390,55,180,711,234	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0	98	49	1.0	1.0	0.991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.995,0.992,0.994,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.992,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.001	SE	-0.001	SE_chr5_-_17628486-17628581-17627627-17627867-17628797-17628885												
8680	AT5G43850	ARD4	chr5	-	17628797.0	17628885.0	17628486.0	17628581.0	17629110.0	17629363.0	8680	192,468,169,121,176,174,89,212,178,144,71,73,125,11,108,53,160,319,8,174,353,201,337,242,359,379,41,117	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0	209,277,350,276,296,292,346,280,317,289,61,136,158,122,201,189,234,63,146,51,359,270,718,344,43,144,582,172	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.989,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.0	SE	-0.0	SE_chr5_-_17628797-17628885-17628486-17628581-17629110-17629363												
8681	AT5G43880		chr5	-	17642594.0	17642638.0	17640990.0	17642499.0	17642721.0	17642859.0	8681	59,87,40,38,49,42,41,46,54,45,11,22,26,11,39,14,42,9,41,33,63,45,55,29,22,61,4,19	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	95,99,123,132,60,192,166,105,173,62,37,18,27,41,32,74,33,14,54,6,89,74,192,84,4,32,117,61	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0	93	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.796,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.007	SE	0.007	SE_chr5_-_17642594-17642638-17640990-17642499-17642721-17642859												
8682	AT1G56130		chr1	-	20997746.0	20997791.0	20997552.0	20997614.0	20997925.0	20997991.0	8682	0,12,2,1,6,4,0,3,0,1,0,0,2,0,0,0,2,20,7,5,2,6,4,0,2,2,1,3	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,5	3,8,1,7,4,6,13,2,8,3,1,0,0,0,7,0,0,0,6,0,0,2,18,3,0,1,5,0	0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	94	49	1.0	1.0	NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,NA,1.0,0.0,NA,1.0,NA,NA,NA,1.0,1.0,1.0,0.723,1.0,1.0,0.51,NA,1.0,1.0,1.0,0.238	1.0,1.0,1.0,1.0,1.0,1.0,0.871,1.0,1.0,1.0,1.0,NA,NA,NA,1.0,NA,NA,NA,1.0,NA,NA,1.0,1.0,1.0,NA,1.0,1.0,NA	-0.119	SE	-0.119	SE_chr1_-_20997746-20997791-20997552-20997614-20997925-20997991												
8683	AT1G56130		chr1	-	20998333.0	20998405.0	20998169.0	20998235.0	20998677.0	20998749.0	8683	2,31,3,4,8,2,2,7,3,2,8,6,2,0,1,10,0,4,0,5,5,0,4,0,4,1,13,6	0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	8,6,6,4,3,7,9,7,13,5,3,0,0,0,9,11,0,1,1,0,4,5,8,16,0,1,13,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,NA,1.0,1.0,NA,1.0,NA,1.0,1.0,NA,1.0,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0	-0.039	SE	-0.039	SE_chr1_-_20998333-20998405-20998169-20998235-20998677-20998749												
8684	AT5G43900	MYA2	chr5	-	17658085.0	17658142.0	17657863.0	17657920.0	17658412.0	17658483.0	8684	36,61,30,30,34,35,36,44,20,37,11,14,26,7,16,2,21,38,10,35,57,53,25,42,55,57,9,20	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	38,66,93,48,65,63,110,109,67,43,15,24,47,16,33,25,48,14,25,12,33,55,138,35,6,34,104,55	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.971,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.946,1.0,1.0,1.0,1.0	0.003	SE	0.003	SE_chr5_-_17658085-17658142-17657863-17657920-17658412-17658483												
8685	AT5G43900	MYA2	chr5	-	17658237.0	17658334.0	17658085.0	17658142.0	17658412.0	17658483.0	8685	86,220,100,56,78,69,79,97,38,107,43,51,62,2,53,15,83,107,2,76,142,88,91,108,119,171,45,68	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	113,248,255,117,220,180,331,298,182,180,31,45,96,28,74,66,158,42,71,22,228,136,430,147,12,62,298,86	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.986,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.0	SE	-0.0	SE_chr5_-_17658237-17658334-17658085-17658142-17658412-17658483												
8686	AT5G43900	MYA2	chr5	-	17659850.0	17659895.0	17659683.0	17659746.0	17659984.0	17660096.0	8686	48,141,55,33,56,64,52,60,30,41,18,18,37,2,30,24,55,40,7,41,77,77,40,38,59,66,6,28	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,3,0,0,0	74,83,179,113,96,124,181,140,113,97,28,14,44,34,52,41,90,16,40,17,125,102,226,98,9,28,165,53	0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	94	49	1.0	1.0	0.962,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.842,1.0,0.953,0.912,1.0,0.911,1.0,1.0,1.0	1.0,1.0,0.979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.013	SE	-0.013	SE_chr5_-_17659850-17659895-17659683-17659746-17659984-17660096												
