ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	event_type	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	riExonStart_0base	riExonEnd	dPSI
1993	AT3G05430		chr3	+							1993	16,17,43,58,4,27,5,22,11,6,10,7	0,6,4,1,0,0,4,0,1,0,2,0	38,18,21,16,3,15,9,4	4,0,3,7,1,3,13,0	180	150	0.000325622151261	0.0067970203674985	1.0,0.702,0.9,0.98,1.0,1.0,0.51,1.0,0.902,1.0,0.806,1.0	0.888,1.0,0.854,0.656,0.714,0.806,0.366,1.0	0.115	A3SS	1569175.0	1571218.0	1569205.0	1571218.0	1567623.0	1568780.0							0.115
2040	AT1G61970		chr1	+							2040	42,20,29,33,4,28,11,24,41,14,30,23	15,21,17,12,3,9,18,14,13,7,6,15	47,20,12,37,13,20,2,49	10,10,16,0,0,3,0,5	300	150	0.0012972943585	0.0185004837762726	0.583,0.323,0.46,0.579,0.4,0.609,0.234,0.462,0.612,0.5,0.714,0.434	0.701,0.5,0.273,1.0,1.0,0.769,1.0,0.831	-0.267	A3SS	22906831.0	22907730.0	22907128.0	22907730.0	22906472.0	22906610.0							-0.267
2059	AT5G41620		chr5	+							2059	8,30,2,8,2,2,20,3,1,0,11,2	16,8,24,36,26,19,34,5,8,6,45,0	1,1,3,4,2,1,0,2	26,29,15,22,21,9,8,11	223	150	0.000673520019574	0.0113811138001484	0.252,0.716,0.053,0.13,0.049,0.066,0.284,0.288,0.078,0.0,0.141,1.0	0.025,0.023,0.119,0.109,0.06,0.07,0.0,0.109	0.19	A3SS	16647123.0	16647322.0	16647196.0	16647322.0	16646156.0	16646698.0							0.19
2233	AT5G27270	EMB976	chr5	+							2233	2,30,32,61,29,45,52,25,21,27,16,17	8,43,44,60,76,60,30,73,25,27,89,28	39,37,23,25,27,9,6,19	80,50,32,88,90,75,70,118	167	150	0.0004011213677	0.0079710838189344	0.183,0.385,0.395,0.477,0.255,0.403,0.609,0.235,0.43,0.473,0.139,0.353	0.305,0.399,0.392,0.203,0.212,0.097,0.071,0.126	0.136	A3SS	9606260.0	9607679.0	9606277.0	9607679.0	9605483.0	9606192.0							0.136
2279	AT5G37340		chr5	-							2279	10,13,11,11,19,12,1,10,17,6,28,15	0,0,2,14,3,0,0,4,0,0,2,1	19,26,4,5,17,9,8,19	0,0,0,0,0,0,0,0	167	150	2.86241300484e-06	0.0001338439268957	1.0,1.0,0.832,0.414,0.85,1.0,1.0,0.692,1.0,1.0,0.926,0.931	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.113	A3SS	14789165.0	14789236.0	14789165.0	14789219.0	14789342.0	14789409.0							-0.113
2390	AT5G48775		chr5	+							2390	11,15,5,8,4,7,9,10,19,11,10,8	14,3,32,14,16,5,19,40,27,3,6,3	5,10,2,5,0,0,9,13	16,25,21,45,25,9,4,8	235	150	0.00271576967955	0.0319714307298682	0.334,0.761,0.091,0.267,0.138,0.472,0.232,0.138,0.31,0.701,0.515,0.63	0.166,0.203,0.057,0.066,0.0,0.0,0.59,0.509	0.184	A3SS	19775790.0	19776071.0	19775875.0	19776071.0	19773315.0	19775661.0							0.184
2413	AT5G50130		chr5	+							2413	77,68,137,137,55,86,93,67,73,240,82,63	10,23,45,30,17,15,13,5,39,56,25,8	69,137,47,55,117,102,65,63	5,15,4,13,11,5,0,7	153	150	5.4742661515e-09	5.439230848130399e-07	0.883,0.743,0.749,0.817,0.76,0.849,0.875,0.929,0.647,0.808,0.763,0.885	0.931,0.9,0.92,0.806,0.912,0.952,1.0,0.898	-0.106	A3SS	20392207.0	20392289.0	20392210.0	20392289.0	20391921.0	20392075.0							-0.106
2416	AT4G25434	ATNUDT10	chr4	-							2416	8,20,9,2,13,14,17,6,16,4,17,16	0,0,1,0,10,1,7,11,0,6,12,4	8,5,9,12,38,14,43,13	33,8,12,7,23,21,3,15	165	150	0.000512389184477	0.009223005320586	1.0,1.0,0.891,1.0,0.542,0.927,0.688,0.331,1.0,0.377,0.563,0.784	0.181,0.362,0.405,0.609,0.6,0.377,0.929,0.441	0.271	A3SS	13004792.0	13004870.0	13004792.0	13004855.0	13005006.0	13005144.0							0.271
2452	AT5G53020		chr5	+							2452	25,26,19,30,45,23,14,45,20,7,42,12	0,4,2,5,0,6,8,0,0,0,0,10	24,23,22,15,40,10,38,20	2,5,6,5,10,6,12,2	244	150	0.00141749759558	0.019561466819004	1.0,0.8,0.854,0.787,1.0,0.702,0.518,1.0,1.0,1.0,1.0,0.425	0.881,0.739,0.693,0.648,0.711,0.506,0.661,0.86	0.128	A3SS	21499794.0	21500829.0	21499888.0	21500829.0	21499290.0	21499440.0							0.128
2461	AT5G53220		chr5	+							2461	28,15,15,24,28,47,16,35,17,36,39,16	0,0,4,10,2,3,6,1,0,0,2,2	12,32,57,27,33,32,26,23	0,0,0,2,0,0,0,0	300	150	1.06090325414e-09	1.4640464907132e-07	1.0,1.0,0.652,0.545,0.875,0.887,0.571,0.946,1.0,1.0,0.907,0.8	1.0,1.0,1.0,0.871,1.0,1.0,1.0,1.0	-0.135	A3SS	21596235.0	21596711.0	21596474.0	21596711.0	21595993.0	21596154.0							-0.135
2462	AT5G53220		chr5	+							2462	28,15,16,23,32,47,16,41,17,33,50,20	0,0,4,10,2,3,6,1,0,0,2,2	13,38,57,27,33,35,26,23	0,0,0,2,0,0,0,0	300	150	1.7587037382e-09	2.1843100428444e-07	1.0,1.0,0.667,0.535,0.889,0.887,0.571,0.953,1.0,1.0,0.926,0.833	1.0,1.0,1.0,0.871,1.0,1.0,1.0,1.0	-0.129	A3SS	21596255.0	21596711.0	21596474.0	21596711.0	21595993.0	21596154.0							-0.129
2488	AT2G35660	CTF2A	chr2	+							2488	112,101,104,144,78,77,86,125,65,96,102,138	84,187,122,235,210,146,160,123,95,102,175,141	83,105,93,83,37,30,13,40	97,158,202,189,131,116,83,109	158	150	0.00021356585788	0.0050523580092754	0.559,0.339,0.447,0.368,0.261,0.334,0.338,0.491,0.394,0.472,0.356,0.482	0.448,0.387,0.304,0.294,0.211,0.197,0.129,0.258	0.125	A3SS	14989001.0	14989075.0	14989009.0	14989075.0	14988777.0	14988924.0							0.125
2495	AT5G65740		chr5	-							2495	32,25,53,34,28,36,34,17,28,21,21,37	5,11,15,18,14,17,2,7,19,2,2,15	11,11,29,19,32,33,22,37	20,3,7,16,25,37,15,27	297	150	0.00118349214392	0.0174987766993885	0.764,0.534,0.641,0.488,0.503,0.517,0.896,0.551,0.427,0.841,0.841,0.555	0.217,0.649,0.677,0.375,0.393,0.311,0.426,0.409	0.198	A3SS	26302829.0	26303051.0	26302829.0	26302904.0	26303332.0	26303514.0							0.198
2496	AT5G65740		chr5	-							2496	91,59,133,116,67,90,97,87,89,49,50,77	5,11,15,18,14,17,2,7,19,2,2,15	42,54,85,58,67,77,39,73	20,3,7,16,25,37,15,27	300	150	0.000150733327391	0.0038206284208086	0.901,0.728,0.816,0.763,0.705,0.726,0.96,0.861,0.701,0.925,0.926,0.72	0.512,0.9,0.859,0.644,0.573,0.51,0.565,0.575	0.169	A3SS	26302829.0	26303246.0	26302829.0	26302904.0	26303332.0	26303514.0							0.169
2548	AT1G53490	HEI10	chr1	+							2548	15,2,1,5,4,7,44,5,6,22,16,6	0,0,6,7,8,7,16,4,0,0,1,0	9,1,4,3,5,5,25,3	7,2,3,5,7,13,14,5	180	150	0.00035768644537	0.007404109419159	1.0,1.0,0.122,0.373,0.294,0.455,0.696,0.51,1.0,1.0,0.93,1.0	0.517,0.294,0.526,0.333,0.373,0.243,0.598,0.333	0.296	A3SS	19966448.0	19966710.0	19966478.0	19966710.0	19966173.0	19966343.0							0.296
2609	AT3G02280	ATR3	chr3	+							2609	2,41,15,27,5,23,38,6,6,6,23,8	1,0,14,0,0,1,0,0,0,0,0,0	10,21,15,5,14,9,2,17	15,0,0,10,4,5,6,0	170	150	4.14875856336e-07	2.57637906784656e-05	0.638,1.0,0.486,1.0,1.0,0.953,1.0,1.0,1.0,1.0,1.0,1.0	0.37,1.0,1.0,0.306,0.755,0.614,0.227,1.0	0.264	A3SS	453588.0	453786.0	453608.0	453786.0	453328.0	453510.0							0.264
2635	AT3G49430	SR34A	chr3	+							2635	166,140,184,327,170,134,263,129,104,124,158,157	188,238,114,192,190,265,110,162,137,206,210,192	121,219,125,202,182,98,165,149	231,239,366,274,362,424,296,352	300	150	7.11056355795e-07	3.9250310839884e-05	0.306,0.227,0.447,0.46,0.309,0.202,0.545,0.285,0.275,0.231,0.273,0.29	0.208,0.314,0.146,0.269,0.201,0.104,0.218,0.175	0.116	A3SS	18332247.0	18332754.0	18332641.0	18332754.0	18331508.0	18331712.0							0.116
2661	AT1G67900		chr1	+							2661	27,44,22,29,70,20,15,32,65,34,29,46	106,49,5,46,135,37,22,45,62,30,24,53	54,39,42,27,23,16,11,25	49,74,97,79,92,71,59,116	300	150	3.1834118203e-05	0.0010404730212664	0.113,0.31,0.688,0.24,0.206,0.213,0.254,0.262,0.344,0.362,0.377,0.303	0.355,0.209,0.178,0.146,0.111,0.101,0.085,0.097	0.146	A3SS	25467375.0	25467795.0	25467618.0	25467795.0	25464725.0	25464987.0							0.146
2709	AT3G12980	HAC5	chr3	+							2709	22,61,51,86,60,29,60,47,94,29,26,57	2,10,4,1,5,6,4,14,17,19,8,25	45,50,61,55,59,88,81,48	0,8,1,0,8,2,4,3	166	150	6.8114657692e-08	5.127176051725091e-06	0.909,0.846,0.92,0.987,0.916,0.814,0.931,0.752,0.833,0.58,0.746,0.673	1.0,0.85,0.982,1.0,0.87,0.975,0.948,0.935	-0.119	A3SS	4147471.0	4147586.0	4147487.0	4147586.0	4146858.0	4147070.0							-0.119
2775	AT1G28210	ATJ1	chr1	+							2775	0,0,8,1,2,6,0,2,21,7,4,1	8,25,14,26,12,19,26,5,6,43,40,37	4,17,8,28,19,6,8,2	22,25,25,20,43,17,7,17	186	150	0.000240148818728	0.0055750436048631	0.0,0.0,0.315,0.03,0.118,0.203,0.0,0.244,0.738,0.116,0.075,0.021	0.128,0.354,0.205,0.53,0.263,0.222,0.48,0.087	-0.129	A3SS	9859856.0	9860158.0	9859892.0	9860158.0	9859370.0	9859460.0							-0.129
37	AT2G32320	THG2	chr2	+			13726780.0	13726949.0	13728211.0	13728343.0	37	8,7,14,8,13,21,8,13,13,10,11,4	95,137,124,127,76,141,162,111,132,119,117,122	8,23,9,8,10,36,11,28	98,159,88,81,77,89,43,60	196	289	7.3183375244e-05	0.0030380668029773	0.11,0.07,0.143,0.085,0.201,0.18,0.068,0.147,0.127,0.11,0.122,0.046	0.107,0.176,0.131,0.127,0.161,0.374,0.274,0.408	-0.102	MXE							13727410.0	13727456.0	13727902.0	13728041.0			-0.102
70	AT5G14550		chr5	-			4691988.0	4692054.0	4692759.0	4692841.0	70	16,23,53,38,19,36,24,18,30,10,27,12	14,43,43,45,30,54,69,32,42,41,65,48	35,12,23,40,106,72,108,80	26,27,40,33,97,76,79,92	231	189	0.00180323599911	0.031376306384514	0.483,0.304,0.502,0.409,0.341,0.353,0.222,0.315,0.369,0.166,0.254,0.17	0.524,0.267,0.32,0.498,0.472,0.437,0.528,0.416	-0.109	MXE							4692239.0	4692278.0	4692548.0	4692629.0			-0.109
117	AT4G28150		chr4	-			13977922.0	13978014.0	13978101.0	13978187.0	117	1,0,0,2,4,23,0,2,0,0,9,4	43,2,17,12,19,22,11,5,26,20,69,28	10,0,8,1,13,7,5,19	14,28,10,25,32,20,19,7	237	150	0.000796550754933	0.0068992694532853	0.015,0.0,0.0,0.095,0.118,0.398,0.0,0.202,0.0,0.0,0.076,0.083	0.311,0.0,0.336,0.025,0.205,0.181,0.143,0.632	-0.147	RI											13977922.0	13978187.0	-0.147
122	AT4G27860		chr4	+			13874078.0	13874444.0	13874519.0	13874864.0	122	29,4,6,16,15,13,18,33,10,0,6,24	29,91,170,127,77,74,206,108,48,343,238,57	14,24,16,31,34,36,15,34	41,34,51,43,42,18,17,32	225	150	0.0	0.0	0.4,0.028,0.023,0.077,0.115,0.105,0.055,0.169,0.122,0.0,0.017,0.219	0.185,0.32,0.173,0.325,0.351,0.571,0.37,0.415	-0.228	RI											13874078.0	13874864.0	-0.228
123	AT4G27860		chr4	+			13875662.0	13875724.0	13875793.0	13876528.0	123	9,2,34,15,9,11,8,46,21,28,9,1	100,130,435,310,95,123,344,284,168,605,292,157	3,9,14,9,17,10,3,17	33,42,61,92,39,29,18,22	219	150	4.3156589413200004e-12	6.119604378791758e-10	0.058,0.01,0.051,0.032,0.061,0.058,0.016,0.1,0.079,0.031,0.021,0.004	0.059,0.128,0.136,0.063,0.23,0.191,0.102,0.346	-0.113	RI											13875662.0	13876528.0	-0.113
131	AT4G27610		chr4	-			13787858.0	13787937.0	13788083.0	13788515.0	131	48,128,117,57,63,74,69,107,97,56,106,127	18,27,23,20,22,26,19,23,9,11,30,19	53,56,38,45,79,72,57,66	10,33,31,19,26,21,27,31	296	150	0.000935561353174	0.0077905889191318	0.575,0.706,0.721,0.591,0.592,0.591,0.648,0.702,0.845,0.721,0.642,0.772	0.729,0.462,0.383,0.545,0.606,0.635,0.517,0.519	0.126	RI											13787858.0	13788515.0	0.126
153	AT4G25500	RS40	chr4	+			13025162.0	13025273.0	13026055.0	13026168.0	153	256,213,299,293,175,243,255,159,193,123,181,165	152,147,184,221,182,268,215,206,129,216,250,153	205,178,150,227,167,185,112,176	307,205,218,195,347,398,378,391	300	150	3.99751723945e-08	1.87166774145192e-06	0.457,0.42,0.448,0.399,0.325,0.312,0.372,0.278,0.428,0.222,0.266,0.35	0.25,0.303,0.256,0.368,0.194,0.189,0.129,0.184	0.122	RI											13025162.0	13026168.0	0.122
154	AT4G25500	RS40	chr4	+			13025162.0	13025856.0	13026055.0	13026168.0	154	240,151,270,257,128,220,231,158,178,119,139,115	66,25,53,80,33,91,87,44,46,51,59,49	176,165,132,137,135,129,74,179	54,85,47,62,102,133,71,90	300	150	3.30405698413e-05	0.0005255780388537	0.645,0.751,0.718,0.616,0.66,0.547,0.57,0.642,0.659,0.538,0.541,0.54	0.62,0.493,0.584,0.525,0.398,0.327,0.343,0.499	0.145	RI											13025162.0	13026168.0	0.145
209	AT4G22120	CSC1	chr4	-			11718830.0	11719164.0	11719461.0	11719807.0	209	15,0,4,7,14,3,3,11,7,10,16,15	3,25,6,34,14,13,32,37,15,3,18,17	4,0,1,11,2,23,6,14	38,43,38,29,52,58,29,49	300	150	0.000208117969588	0.0023210999619443	0.714,0.0,0.25,0.093,0.333,0.103,0.045,0.129,0.189,0.625,0.308,0.306	0.05,0.0,0.013,0.159,0.019,0.165,0.094,0.125	0.18	RI											11718830.0	11719807.0	0.18
215	AT4G21585	ENDO4	chr4	+			11478358.0	11478539.0	11478617.0	11478728.0	215	32,15,50,61,7,41,54,46,53,15,31,26	28,27,57,68,27,56,68,41,61,25,36,26	12,29,25,37,14,9,14,26	47,48,65,50,29,44,33,46	228	150	8.71733782084e-05	0.0011693012866169	0.429,0.268,0.366,0.371,0.146,0.325,0.343,0.425,0.364,0.283,0.362,0.397	0.144,0.284,0.202,0.327,0.241,0.119,0.218,0.271	0.114	RI											11478358.0	11478728.0	0.114
221	AT4G21400	CRK28	chr4	-			11399611.0	11399715.0	11399837.0	11400376.0	221	26,13,70,61,27,31,53,12,28,6,23,17	5,0,14,31,0,4,3,6,17,7,20,7	36,33,40,65,11,18,26,26	9,2,10,3,0,0,0,0	272	150	0.000158626611136	0.0018834063901147	0.741,1.0,0.734,0.52,1.0,0.81,0.907,0.524,0.476,0.321,0.388,0.573	0.688,0.901,0.688,0.923,1.0,1.0,1.0,1.0	-0.234	RI											11399611.0	11400376.0	-0.234
287	AT4G17910		chr4	-			9953622.0	9953668.0	9953731.0	9953795.0	287	20,39,39,6,33,50,21,31,42,14,36,41	37,49,56,45,35,42,16,23,33,6,35,27	36,41,29,18,18,30,20,15	51,29,41,51,67,50,38,48	213	150	0.00793859411074	0.0438744349349695	0.276,0.359,0.329,0.086,0.399,0.456,0.48,0.487,0.473,0.622,0.42,0.517	0.332,0.499,0.332,0.199,0.159,0.297,0.27,0.18	0.125	RI											9953622.0	9953795.0	0.125
308	AT4G16857		chr4	-			9482988.0	9483183.0	9483313.0	9483913.0	308	4,10,0,0,13,5,0,8,31,8,7,10	24,44,7,16,17,28,21,35,39,20,29,39	14,22,7,30,50,23,23,23	40,33,13,34,81,52,25,50	280	150	6.38531259667e-06	0.0001354286599028	0.082,0.109,0.0,0.0,0.291,0.087,0.0,0.109,0.299,0.176,0.115,0.121	0.158,0.263,0.224,0.321,0.249,0.192,0.33,0.198	-0.126	RI											9482988.0	9483913.0	-0.126
317	AT4G16660		chr4	+			9376698.0	9376834.0	9377178.0	9377986.0	317	112,183,376,189,195,344,216,160,178,248,202,240	52,116,110,141,182,247,132,121,78,212,119,152	158,198,141,184,140,128,121,111	177,208,216,229,181,172,148,134	300	150	3.6193270602799995e-14	6.908738538526784e-12	0.519,0.441,0.631,0.401,0.349,0.411,0.45,0.398,0.533,0.369,0.459,0.441	0.309,0.322,0.246,0.287,0.279,0.271,0.29,0.293	0.163	RI											9376698.0	9377986.0	0.163
348	AT4G13330		chr4	-			7753259.0	7754021.0	7754228.0	7754912.0	348	11,8,19,60,33,36,29,28,27,10,22,32	0,0,0,10,1,5,0,0,0,0,0,0	34,19,34,19,47,21,34,26	0,0,2,3,4,4,2,8	300	150	0.000839526317665	0.007134536155088	1.0,1.0,1.0,0.75,0.943,0.783,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.895,0.76,0.855,0.724,0.895,0.619	0.113	RI											7753259.0	7754912.0	0.113
376	AT4G11830	PLDGAMMA2	chr4	-			7116690.0	7116888.0	7116998.0	7117115.0	376	93,40,53,76,95,93,51,131,58,45,27,52	58,28,21,21,25,48,20,26,26,15,18,41	59,89,59,63,64,68,49,72	34,64,33,53,75,86,35,38	260	150	0.000116879713845	0.001491192852989	0.481,0.452,0.593,0.676,0.687,0.528,0.595,0.744,0.563,0.634,0.464,0.423	0.5,0.445,0.508,0.407,0.33,0.313,0.447,0.522	0.136	RI											7116690.0	7117115.0	0.136
388	AT4G10730		chr4	-			6614433.0	6614665.0	6614757.0	6614887.0	388	19,55,44,51,37,46,35,39,25,83,67,37	27,27,30,22,29,41,25,15,52,16,35,24	36,31,14,28,37,30,27,23	42,24,34,63,50,20,21,41	242	150	0.000731454842611	0.0064479758150593	0.304,0.558,0.476,0.59,0.442,0.41,0.465,0.617,0.23,0.763,0.543,0.489	0.347,0.445,0.203,0.216,0.314,0.482,0.443,0.258	0.152	RI											6614433.0	6614887.0	0.152
397	AT4G10000		chr4	-			6260301.0	6260452.0	6260675.0	6260808.0	397	6,47,24,42,6,32,9,16,17,8,6,19	101,168,120,91,107,128,116,108,116,57,127,140	34,24,51,34,75,49,54,65	107,107,87,104,103,123,140,105	300	150	0.0	0.0	0.029,0.123,0.091,0.188,0.027,0.111,0.037,0.069,0.068,0.066,0.023,0.064	0.137,0.101,0.227,0.14,0.267,0.166,0.162,0.236	-0.105	RI											6260301.0	6260808.0	-0.105
422	AT4G04221		chr4	-			2034087.0	2035321.0	2035436.0	2035794.0	422	44,55,95,111,73,180,39,74,50,100,58,117	1,12,4,2,13,9,3,5,0,5,10,5	135,107,120,129,57,74,4,44	4,14,10,25,5,19,5,12	265	150	0.00317231166399	0.0213167496896874	0.961,0.722,0.931,0.969,0.761,0.919,0.88,0.893,1.0,0.919,0.767,0.93	0.95,0.812,0.872,0.745,0.866,0.688,0.312,0.675	0.148	RI											2034087.0	2035794.0	0.148
436	AT4G21750	ATML1	chr4	+			11555715.0	11556189.0	11556838.0	11557200.0	436	10,34,16,27,28,16,33,41,28,15,22,19	5,0,3,8,10,5,12,8,8,0,7,7	10,15,8,18,6,26,6,20	10,5,17,12,7,4,2,14	300	150	0.00107157544523	0.0087041390092904	0.5,1.0,0.727,0.628,0.583,0.615,0.579,0.719,0.636,1.0,0.611,0.576	0.333,0.6,0.19,0.429,0.3,0.765,0.6,0.417	0.227	RI											11555715.0	11557200.0	0.227
453	AT4G01430		chr4	+			586392.0	586509.0	586586.0	586998.0	453	0,0,1,0,0,0,0,9,0,30,10,1	13,11,15,55,136,19,23,11,20,238,36,44	10,0,4,4,2,6,0,2	7,19,19,43,7,10,2,4	227	150	0.000812203486782	0.0069860760916794	0.0,0.0,0.042,0.0,0.0,0.0,0.0,0.351,0.0,0.077,0.155,0.015	0.486,0.0,0.122,0.058,0.159,0.284,0.0,0.248	-0.116	RI											586392.0	586998.0	-0.116
468	AT4G00170	PVA13	chr4	-			71819.0	71893.0	72033.0	72217.0	468	98,59,95,75,73,119,157,88,122,87,61,142	106,135,87,152,131,211,192,124,108,173,78,84	55,76,84,99,46,63,36,40	171,173,156,173,176,143,100,151	290	150	3.45975403881e-09	2.259310433501846e-07	0.324,0.184,0.361,0.203,0.224,0.226,0.297,0.269,0.369,0.206,0.288,0.466	0.143,0.185,0.218,0.228,0.119,0.186,0.157,0.121	0.115	RI											71819.0	72217.0	0.115
476	AT2G48020		chr2	+			19644020.0	19644237.0	19644376.0	19644575.0	476	45,102,83,145,129,109,67,130,93,136,89,124	14,21,28,31,22,20,38,34,19,91,26,12	70,104,118,109,16,50,62,58	18,20,9,9,1,2,6,9	289	150	2.72541824251e-05	0.0004420343378293	0.625,0.716,0.606,0.708,0.753,0.739,0.478,0.665,0.718,0.437,0.64,0.843	0.669,0.73,0.872,0.863,0.893,0.928,0.843,0.77	-0.16	RI											19644020.0	19644575.0	-0.16
505	AT2G45870		chr2	+			18876965.0	18877172.0	18877263.0	18877679.0	505	7,11,13,14,4,16,0,26,13,2,0,10	23,10,32,10,14,14,54,17,20,3,19,8	2,9,7,6,2,0,0,0	26,32,9,33,6,20,14,9	241	150	5.05588859386e-05	0.0007535247775173	0.159,0.406,0.202,0.466,0.151,0.416,0.0,0.488,0.288,0.293,0.0,0.438	0.046,0.149,0.326,0.102,0.172,0.0,0.0,0.0	0.176	RI											18876965.0	18877679.0	0.176
516	AT2G45100		chr2	-			18598026.0	18598177.0	18598381.0	18598481.0	516	0,2,0,4,0,10,0,0,0,0,0,4	10,4,12,24,9,11,13,13,6,7,21,12	8,9,4,2,8,4,5,12	1,10,14,25,17,21,11,5	300	150	1.7602190463e-06	4.696756519777903e-05	0.0,0.2,0.0,0.077,0.0,0.312,0.0,0.0,0.0,0.0,0.0,0.143	0.8,0.31,0.125,0.038,0.19,0.087,0.185,0.545	-0.224	RI											18598026.0	18598481.0	-0.224
550	AT2G42365		chr2	-			17640786.0	17641579.0	17641911.0	17642099.0	550	50,21,124,68,51,64,64,27,38,498,82,32	13,0,2,0,7,15,16,0,1,0,6,0	41,26,38,40,24,30,25,26	4,1,3,7,11,8,19,3	300	150	7.57358991169e-05	0.0010383349925888	0.658,1.0,0.969,1.0,0.785,0.681,0.667,1.0,0.95,1.0,0.872,1.0	0.837,0.929,0.864,0.741,0.522,0.652,0.397,0.812	0.163	RI											17640786.0	17642099.0	0.163
553	AT2G42190		chr2	+			17582672.0	17582855.0	17582996.0	17583141.0	553	693,515,524,625,667,591,413,562,585,253,447,645	145,67,51,53,90,53,63,88,43,7,33,73	490,581,532,667,444,365,318,385	53,112,84,81,263,209,151,206	291	150	4.31322084715e-07	1.4271010042936968e-05	0.711,0.798,0.841,0.859,0.793,0.852,0.772,0.767,0.875,0.949,0.875,0.82	0.827,0.728,0.766,0.809,0.465,0.474,0.521,0.491	0.191	RI											17582672.0	17583141.0	0.191
554	AT2G42170		chr2	+			17577713.0	17577815.0	17578220.0	17578286.0	554	13,21,16,17,15,16,8,29,22,19,10,8	1,0,5,10,11,8,2,4,5,0,0,4	6,8,7,11,66,68,56,59	14,8,11,6,49,20,14,51	300	150	0.0001458526137	0.0017612324131218	0.867,1.0,0.615,0.459,0.405,0.5,0.667,0.784,0.688,1.0,1.0,0.5	0.176,0.333,0.241,0.478,0.402,0.63,0.667,0.366	0.295	RI											17577713.0	17578286.0	0.295
582	AT2G40640	PUB63	chr2	-			16960963.0	16961446.0	16961518.0	16961589.0	582	23,43,48,35,34,40,44,31,36,3,22,31	91,78,129,51,65,82,49,51,45,13,35,77	52,55,58,52,42,82,12,47	36,32,51,80,62,67,15,65	222	150	1.32842321366e-05	0.0002487911097884	0.146,0.271,0.201,0.317,0.261,0.248,0.378,0.291,0.351,0.135,0.298,0.214	0.494,0.537,0.435,0.305,0.314,0.453,0.351,0.328	-0.143	RI											16960963.0	16961589.0	-0.143
693	AT2G32850		chr2	-			13935155.0	13935641.0	13935701.0	13935834.0	693	196,118,179,207,171,264,169,169,213,259,228,156	107,79,136,173,114,161,146,121,126,106,156,126	237,205,224,221,235,149,148,206	104,133,73,118,86,52,20,57	210	150	1.34458809242e-06	3.879762036442128e-05	0.567,0.516,0.485,0.461,0.517,0.539,0.453,0.499,0.547,0.636,0.511,0.469	0.619,0.524,0.687,0.572,0.661,0.672,0.841,0.721	-0.145	RI											13935155.0	13935834.0	-0.145
755	AT2G36720		chr2	+			15393046.0	15393287.0	15393404.0	15394301.0	755	97,143,104,131,83,87,94,74,85,41,104,64	9,15,27,35,9,35,14,32,14,45,29,27	102,155,236,158,126,113,124,139	14,9,23,26,21,18,9,12	267	150	1.30320981681e-05	0.0002468637527033	0.858,0.843,0.684,0.678,0.838,0.583,0.79,0.565,0.773,0.339,0.668,0.571	0.804,0.906,0.852,0.773,0.771,0.779,0.886,0.867	-0.147	RI											15393046.0	15394301.0	-0.147
880	AT2G20250		chr2	-			8734242.0	8734407.0	8734487.0	8735068.0	880	30,84,43,19,32,58,32,21,59,35,30,10	0,6,4,5,0,1,2,1,6,8,10,14	49,37,46,53,51,37,29,30	0,0,1,5,2,2,0,4	230	150	0.000133740777615	0.0016429591071862	1.0,0.901,0.875,0.713,1.0,0.974,0.913,0.932,0.865,0.74,0.662,0.318	1.0,1.0,0.968,0.874,0.943,0.923,1.0,0.83	-0.118	RI											8734242.0	8735068.0	-0.118
902	AT2G17780	MCA2	chr2	-			7726541.0	7726960.0	7727324.0	7727503.0	902	20,15,10,4,12,35,2,36,13,26,7,17	0,0,2,4,2,0,0,0,0,0,0,1	17,16,19,35,36,30,30,27	4,0,1,4,9,2,21,3	300	150	6.72284217185e-09	4.019935626372476e-07	1.0,1.0,0.714,0.333,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.895	0.68,1.0,0.905,0.814,0.667,0.882,0.417,0.818	0.118	RI											7726541.0	7727503.0	0.118
920	AT4G39380		chr4	-			18309025.0	18309449.0	18309600.0	18309771.0	920	29,4,32,92,14,10,92,12,20,11,23,8	17,10,34,2,7,28,11,28,9,21,0,19	10,1,7,16,9,11,6,11	17,21,32,36,38,20,16,26	300	150	8.97252679821e-07	2.7658789130134303e-05	0.46,0.167,0.32,0.958,0.5,0.152,0.807,0.176,0.526,0.208,1.0,0.174	0.227,0.023,0.099,0.182,0.106,0.216,0.158,0.175	0.306	RI											18309025.0	18309771.0	0.306
